UMAP1,UMAP2
11.1516285,8.383599
9.195325,5.9558825
9.39705,7.140832
10.808716,8.418133
9.224483,6.2213516
8.738052,5.305609
8.673762,5.2624464
11.205403,8.296493
11.234583,8.446691
11.269152,8.375923
3.5180843,7.7476187
3.3770936,7.493016
3.4063873,7.508358
3.4838936,7.694375
9.023923,7.5801797
9.401579,6.728287
11.18607,8.35121
11.285541,8.383358
9.693124,8.83914
8.694609,7.805805
8.710615,7.7924705
9.656315,8.207003
9.170983,5.9774327
8.7554,7.9309864
9.012936,8.367819
8.881181,8.242377
8.944298,8.320538
3.4547243,7.592339
3.3720067,7.6456428
3.2912054,8.148637
3.4646802,7.457338
3.4582646,7.395915
3.503913,7.41229
3.590425,7.5080976
3.4617414,7.466267
3.4979942,7.405243
3.519514,7.497644
3.6620948,7.585781
10.395248,6.9577813
8.669224,8.088111
12.426759,11.595818
,
3.4033449,7.719722
8.056744,-6.1938834
8.102304,-6.2490473
8.083173,-6.214324
9.5574255,8.100563
9.666634,8.121627
8.651302,8.085414
8.69734,7.9494057
12.458487,11.573945
11.407743,5.138121
11.48385,5.075513
14.400437,6.642725
14.39003,6.582014
14.477444,6.675127
14.441333,6.6228857
14.138989,6.617654
14.181338,6.6671
14.265248,6.429846
7.9874907,5.9958153
7.8741097,6.1190658
7.8915744,6.1682663
9.013225,6.870872
14.116395,6.5479608
14.508999,6.644016
14.357774,6.542436
11.446598,5.1475124
11.394759,5.169128
12.361338,11.238205
12.507505,11.602353
10.514266,8.429826
10.329161,8.422223
12.391338,11.549745
10.33748,7.232788
14.176647,4.6531487
14.099429,4.683912
14.114542,6.631522
3.0936248,8.715974
2.801061,9.113699
2.6536803,9.531462
2.4868307,9.674043
2.4672444,9.582416
2.343373,9.724401
3.2506254,9.38367
3.0298958,8.773879
2.2094302,9.639255
2.029328,9.848882
1.944774,9.924859
1.8731793,9.877312
1.9469798,9.857645
2.1643057,9.695144
2.4093266,9.722858
1.8769388,9.800778
3.2381516,9.422008
2.7585354,9.097909
1.9047201,9.864842
2.4912353,9.6880865
3.2462826,9.423091
3.3099585,9.302455
3.1666658,9.372287
2.4746017,9.620342
2.5782642,9.594016
2.6381536,9.620197
2.4806964,9.55957
2.3642344,9.575062
2.1528957,9.760395
1.8842466,9.921406
3.266165,9.407701
3.2849953,9.430712
3.1143937,8.888092
3.1314754,9.457813
3.0474043,8.796558
3.267371,9.354899
2.3670864,9.7561865
2.3840935,9.748223
8.513617,-5.5988994
8.467346,-6.866164
8.461364,-5.53971
8.501077,-5.5289946
8.5365715,-5.54865
8.536747,-5.552464
8.427586,-5.674576
8.457399,-5.885659
8.313607,-6.6902704
8.309674,-6.666272
8.3079815,-6.6379457
8.341167,-6.821565
8.44042,-6.829315
8.482736,-6.832684
8.438323,-6.7962003
8.509048,-6.7777777
8.455016,-6.8700433
8.510935,-5.5451097
8.333494,-5.5375204
8.571209,-5.5703
8.482072,-5.932025
7.8895583,-5.721483
7.890439,-5.7545204
7.911757,-5.7859797
7.99298,-6.018472
3.5766256,7.6120887
7.8927617,-5.7768345
13.865963,12.210266
13.869975,12.212921
13.811927,12.180312
13.976623,12.317982
13.930446,12.211381
13.84487,12.19598
7.8582506,-5.7260404
8.590422,-6.9758615
13.900998,12.247479
8.065331,-6.1763234
8.501141,-5.865176
9.494039,8.62308
9.454586,8.675023
9.9155,8.442123
9.518617,8.705213
9.58092,8.599223
9.472065,8.658026
9.792803,8.61609
9.841123,8.541371
9.754374,8.424874
9.599759,8.307909
9.693723,8.479902
9.619247,8.762623
9.4393,8.704302
9.548502,8.635562
9.559559,8.728999
11.915835,9.774902
11.939857,9.705878
11.9876795,9.778632
11.97455,9.774626
14.393358,5.339269
14.414223,5.342292
14.340985,5.97441
14.405212,5.494271
14.3539,6.101255
14.262872,6.3399568
14.233106,5.941209
14.239464,5.9211674
7.8947883,6.1834426
9.61249,8.628636
9.472683,8.784816
