pdb,radius,compactness,openness,n_pocket_res
8byf.pdb,6.907329082489014,0.7206966876983643,7.932162761688232,4
8byg.pdb,7.19381856918335,0.5053122639656067,7.8445258140563965,3
8byo.pdb,6.723593235015869,0.9634340405464172,7.417000770568848,5
8byy.pdb,6.9271440505981445,0.644922137260437,7.879507541656494,4
8byz.pdb,6.488546848297119,1.160627841949463,7.949553966522217,5
8bz0.pdb,6.165907382965088,0.964809238910675,7.243044376373291,5
8bz9.pdb,6.3556365966796875,1.1766204833984375,7.911407470703125,12
8bza.pdb,6.313751220703125,1.2958835363388062,7.9521565437316895,6
8bzb.pdb,6.5862860679626465,0.6006096601486206,7.357309818267822,4
8bzc.pdb,6.9187092781066895,0.8235850930213928,7.736349582672119,4
8bzd.pdb,6.929632663726807,0.6206685900688171,7.71007776260376,5
8bze.pdb,6.78824520111084,0.7983273863792419,7.971833229064941,5
8bzf.pdb,6.894418239593506,0.9648364186286926,7.708629608154297,5
8bzg.pdb,6.88523530960083,0.2621242105960846,7.13572883605957,4
8bzh.pdb,6.991961479187012,0.5526793003082275,7.728642463684082,5
8bzt.pdb,6.977790832519531,1.350394606590271,7.959970951080322,7
8bzw.pdb,6.831514358520508,0.45350655913352966,7.245038032531738,3
8c04.pdb,6.749446392059326,0.6161416172981262,7.688803195953369,4
8c0k.pdb,6.753586769104004,0.6317669749259949,7.638718128204346,4
8c0l.pdb,7.422098636627197,0.5942915081977844,7.959619045257568,6
8c42.pdb,6.864706516265869,0.8237617015838623,7.661971092224121,5
8c4f.pdb,6.75234317779541,1.1043086051940918,7.657534599304199,5
8c4g.pdb,6.41855001449585,1.2065658569335938,7.535254955291748,7
8du6.pdb,6.301889896392822,1.3376774787902832,7.798028945922852,13
8du8.pdb,6.376425743103027,1.3615520000457764,7.960597515106201,14
8du9.pdb,6.248189926147461,1.3311703205108643,7.838498115539551,13
8dub.pdb,6.269996166229248,1.347720980644226,7.936685562133789,13
8duc.pdb,6.832939624786377,1.1713879108428955,7.855741500854492,8
8dud.pdb,6.849094867706299,1.0951945781707764,7.972924709320068,8
8dug.pdb,6.215101718902588,1.2875885963439941,7.713246822357178,12
8duh.pdb,6.411727428436279,1.368595838546753,7.982605934143066,14
8dui.pdb,6.195383548736572,1.2853111028671265,7.766507625579834,12
8dus.pdb,5.205668926239014,1.5859538316726685,7.378738880157471,11
8dv5.pdb,6.337850570678711,1.3453238010406494,7.970653057098389,13
8dv7.pdb,6.27133846282959,1.3369271755218506,7.867153167724609,13
8dv8.pdb,6.421550273895264,1.3758668899536133,7.955350875854492,14
8dvb.pdb,6.425543308258057,1.375732660293579,7.958708763122559,14
8ev1.pdb,5.926435947418213,1.4257020950317383,7.760776519775391,11
8ev2.pdb,6.1273274421691895,1.2551368474960327,7.81366491317749,11
8w03.pdb,6.0018110275268555,1.1250827312469482,7.678482532501221,7
9bqe.pdb,6.414058208465576,1.3598968982696533,7.89498233795166,14
